日付,徳島の天気,お天気像url1
12月1日(木),曇り,http://i.yimg.jp/images/weather/general/forecast/size75/clouds.gif
日付,東京の天気,お天気像url1
12月1日(木),曇り,http://i.yimg.jp/images/weather/general/forecast/size75/clouds.gif
